building_id,name,postal_code,address,latitude,longitude,map_embed,height,floors_above,floors_below,architect,constructor,construction_start,completion,image_urls,streetview_embed
,JAビル,100-0004,東京都千代田区大手町一丁目3-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2002.4776583545852!2d139.76090904596333!3d35.68853035520883!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188c061d2b2677%3A0xbaf2735fc7eb8025!2z44CSMTAwLTAwMDQg5p2x5Lqs6YO95Y2D5Luj55Sw5Yy65aSn5omL55S677yR5LiB55uu77yT4oiS77yRIEpB44OT44Or!5e0!3m2!1sja!2sjp!4v1717254383855!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",180,37,3,三菱地所設計、全国農協設計、NTTファシリティーズ,鹿島建設,200704,200904,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1717254429365!6m8!1m7!1sGC29KU65q2u5zDHSq4LgXw!2m2!1d35.68951643352025!2d139.7635952517178!3f221.59791418031054!4f34.0450850846228!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,日本橋一丁目三井ビルディング,103-0027,東京都中央区日本橋一丁目4-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3240.7594902306837!2d139.77252067874514!3d35.68292363489838!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x601889564d300f6f%3A0x46fb3e8247cb3891!2z44CSMTAzLTAwMjcg5p2x5Lqs6YO95Lit5aSu5Yy65pel5pys5qmL77yR5LiB55uu77yU4oiS77yRIOaXpeacrOapi-S4gOS4geebruS4ieS6leODk-ODq-ODh-OCo-ODs-OCsA!5e0!3m2!1sja!2sjp!4v1721367437983!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",120.818,20,4,日本設計、東急設計、コーン・ペダーセン&フォックス,清水建設、三井建設、東急建設,200107,200401,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721367463821!6m8!1m7!1sOH7TvnEPfGCPKlcqRvQg7A!2m2!1d35.68253214171983!2d139.7736185440804!3f78.5729279714337!4f32.01446693726294!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,日本橋三井タワー,103-0022,東京都中央区日本橋室町二丁目1-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5094.846615932557!2d139.7710303829734!3d35.686851748764234!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x601889557c5f3b17%3A0x6eb6ee962029ca11!2z5pel5pys5qmL5LiJ5LqV44K_44Ov44O8!5e0!3m2!1sja!2sjp!4v1721367371897!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",194.69,39,4,日本設計、シーザー・ペリ&アソシエーツ,鹿島建設、清水建設、三井住友建設、錢高組、東レ、佐藤建設,200205,200507,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721367411751!6m8!1m7!1sgOF2TES5cyjMjlH4ve5wXA!2m2!1d35.68633012345649!2d139.7740850243511!3f294.01452717223833!4f32.33007816743495!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,日本橋室町三井タワー,103-0022,東京都中央区日本橋室町三丁目2-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d4122.364220275099!2d139.76955504206785!3d35.68746859918483!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188b5b5f376843%3A0x883654ea9fc1d43a!2z5pel5pys5qmL5a6k55S65LiJ5LqV44K_44Ov44O8!5e0!3m2!1sja!2sjp!4v1721367293574!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",141.16,26,3,日本設計、鹿島建設、ペリ クラーク ペリ アーキテクツ ジャパン,鹿島建設、清水建設、佐藤工業,201502,201903,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721367345110!6m8!1m7!1siGwUAc_iMQH603oogZj2ig!2m2!1d35.68867017261408!2d139.7730028425343!3f210.0503913406197!4f33.877282816295875!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,日本橋髙島屋三井ビルディング,103-0027,東京都中央区日本橋二丁目5-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3240.82209658783!2d139.77117947621747!3d35.68138227258726!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x601889f2f0c5f7cb%3A0x8f61d50e049cbaf!2z5pel5pys5qmL6auZ5bO25bGL5LiJ5LqV44OT44Or44OH44Kj44Oz44Kw!5e0!3m2!1sja!2sjp!4v1725875183462!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",143.29,32,5,日本設計、プランテック、スキッドモア・オーウィングズ・アンド・メリル,大林組,201411,201801,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1725875249876!6m8!1m7!1sqplCGOPCysGri75ck1rq8w!2m2!1d35.68127930718631!2d139.7728401230345!3f79.87944039115848!4f41.79036404107788!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,日本生命丸の内ガーデンタワー,100-0005,東京都千代田区丸の内一丁目1-3,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3240.6952699203325!2d139.75999747621756!3d35.68450467258619!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188bf7ff209e0d%3A0x5c44831dcb9b7d0b!2z5pel5pys55Sf5ZG95Li444Gu5YaF44Ks44O844OH44Oz44K_44Ov44O8IChTYWxlc2ZvcmNlIFRvd2VyIFRva3lvKQ!5e0!3m2!1sja!2sjp!4v1721366926632!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",115,22,3,日建設計,大林組、竹中工務店、大成建設,201202,201407,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721366957077!6m8!1m7!1s-VHjpiM-YcYpR28TQyiuiw!2m2!1d35.68394986015164!2d139.7628932384821!3f319.6984137630926!4f32.4357233762169!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,日本生命丸の内ビル,100-0005,東京都千代田区丸の内一丁目6-6,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2247.861684628407!2d139.7635929567401!3d35.682966759950936!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188bf904d7a265%3A0x6ec0f8249533251b!2z44CSMTAwLTAwMDUg5p2x5Lqs6YO95Y2D5Luj55Sw5Yy65Li444Gu5YaF77yR5LiB55uu77yW4oiS77yWIOaXpeacrOeUn-WRveS4uOOBruWGheODk-ODqw!5e0!3m2!1sja!2sjp!4v1721131374186!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",158.85,28,4,日建設計,大林組、清水建設、鹿島建設、藤木工務店、戸田建設、フジタ、東急建設,200106,200409,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721131439106!6m8!1m7!1sj4erNnd6VQEHTLvybAdgFw!2m2!1d35.68260334787591!2d139.7649674030961!3f51.42862044134963!4f30.724476497881938!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,飯野ビルディング,100-0011,東京都千代田区内幸町二丁目1-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2002.924682431751!2d139.75243789980587!3d35.67071918287705!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188bed51eda36d%3A0x6f0c5170fd76cffb!2z6aOv6YeO44OT44Or!5e0!3m2!1sja!2sjp!4v1721131290995!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",147,27,5,竹中工務店,竹中工務店,200903,201110,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721131334672!6m8!1m7!1s33mcSIqvav_xYedW7n6Iow!2m2!1d35.67182591329372!2d139.7527173576639!3f173.99042976556956!4f28.73008890392613!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,品川グランドセントラルタワー,108-0075,東京都港区港南二丁目16-3,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3243.045087450513!2d139.73819867621538!3d35.62661497260485!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188a5b122a695f%3A0xbfeee1e4185dac5b!2z44CSMTA4LTAwNzUg5p2x5Lqs6YO95riv5Yy65riv5Y2X77yS5LiB55uu77yR77yW4oiS77yUIOWTgeW3neOCsOODqeODs-ODieOCu-ODs-ODiOODqeODq-OCv-ODr-ODvA!5e0!3m2!1sja!2sjp!4v1721366627606!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",148.1,32,3,三菱地所設計,竹中工務店、東急建設、鉄建建設、名工建設,200001,200303,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721366673667!6m8!1m7!1sAe7Jp6kb-CxEUMqXOkXXBQ!2m2!1d35.62622362558414!2d139.7397390989213!3f105.18390664039109!4f34.48703058148516!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,品川シーズンテラス,108-0075,東京都港区港南一丁目2-70,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5098.319047209688!2d139.74105230001834!3d35.63244510638515!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188a4698d00001%3A0xaa170662be1ee67e!2z5ZOB5bed44K344O844K644Oz44OG44Op44K5!5e0!3m2!1sja!2sjp!4v1721131122461!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",155.27,32,1,NTTファシリティーズ、大成建設、NTT都市開発、日本水工設計,大成建設,201202,201502,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721131153109!6m8!1m7!1s3jqjs1_-ewsc9G_TqWuLkw!2m2!1d35.63183414864248!2d139.7445560156269!3f306.02462229111893!4f22.938146632541418!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,豊洲フロント,135-0061,東京都江東区豊洲三丁目2-20,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3241.8156044661987!2d139.7930608766965!3d35.65691447259518!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x601889a1836ae1d3%3A0xe136a96dfae2bbc9!2z6LGK5rSy44OV44Ot44Oz44OI!5e0!3m2!1sja!2sjp!4v1721131012741!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",76.28,15,2,三菱地所設計,鹿島建設,200811,201008,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721131042723!6m8!1m7!1sJesV-UVNgjUtMBjWu1VtHg!2m2!1d35.65703207716017!2d139.7967929201347!3f271.389840158703!4f26.197549557173772!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,麻布台ヒルズ森JPタワー,106-0041,東京都港区麻布台一丁目3-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3241.64100930721!2d139.7357450872479!3d35.66121540192875!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188bdecb913b5d%3A0xf582651d930e5526!2z6bq75biD5Y-w44OS44Or44K6IOajrkpQ44K_44Ov44O8!5e0!3m2!1sja!2sjp!4v1721366534357!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",325.49,64,5,森ビル、ペリ・クラーク・ペリ・アーキテクツ・ジャパン,清水建設,201908,202306,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721366559888!6m8!1m7!1sbTd4eAO3RK0hTIlecWg4Ow!2m2!1d35.66078977351652!2d139.7389318867328!3f85.29719661457658!4f36.78727457274756!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,明治安田生命本社ビル,100-0005,東京都千代田区丸の内二丁目1-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5095.30517371287!2d139.7589263271637!3d35.679671111771704!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188bf0a5e770d5%3A0x12711427a98dae6e!2z5piO5rK75a6J55Sw55Sf5ZG944OT44Or!5e0!3m2!1sja!2sjp!4v1721366461256!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",146.8,30,4,三菱地所設計,竹中工務店、大成建設,200108,200408,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721366512129!6m8!1m7!1skyqjsVZwsKS8763rlr_nkg!2m2!1d35.67870986183566!2d139.7604459671632!3f75.94145637099597!4f26.99026421493835!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,郵船ビルディング,100-0005,東京都千代田区丸の内二丁目3-2,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d5095.1949242619185!2d139.76087935852436!3d35.68139764176059!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188bf9d8955555%3A0x7024c14499c24e92!2z6YO16Ii544OT44Or44OH44Kj44Oz44Kw!5e0!3m2!1sja!2sjp!4v1721131707354!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",70.35,15,3,三菱地所,大成建設、竹中工務店、大林組,197603,197802,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1721131735433!6m8!1m7!1s-e1ugi6QM-YSb-_J8Da95g!2m2!1d35.68230500779045!2d139.7623909699128!3f157.133943696749!4f18.116247260660117!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,六本木ヒルズ 森タワー,106-0032,東京都港区六本木六丁目10-1,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2548.258234948919!2d139.72707459986293!3d35.66069718060055!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188b828453ffff%3A0xb8603beeb9b150d8!2z5YWt5pys5pyo44OS44Or44K6IOajruOCv-ODr-ODvA!5e0!3m2!1sja!2sjp!4v1720966391484!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",238,54,6,森ビル、コーン・ベダーセン&フォックス、入江三宅設計、ジャーディ・パートナーシップ,大林組、鹿島建設,200003,200303,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1720966466519!6m8!1m7!1sK8hyUuOQQ68tDULHvedTaQ!2m2!1d35.66064713530854!2d139.730838387311!3f256.7598663626702!4f37.016209895102534!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
,鉃鋼ビルディング,100-0005,東京都千代田区丸の内一丁目8-2,,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2547.5482611178145!2d139.76820592900532!3d35.682938577354804!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x60188bfc2c05dd79%3A0xb2a1b8ab8c4721f1!2z6YmD6Yu844OT44Or44OH44Kj44Oz44Kw!5e0!3m2!1sja!2sjp!4v1720966500052!5m2!1sja!2sjp"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",135,26,3,三菱地所設計,大成建設、増岡組,201304,201510,,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1720966531627!6m8!1m7!1s5ryDtqKuwHW0nRSSNCEdfA!2m2!1d35.68351718338727!2d139.7710266810321!3f243.3538925441715!4f34.07227862680628!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>"
